trigger_level,trigger_hour,atr_level,goal_hour,percent_complete,raw_count,direction
-0.618,1100,-0.236,1100,71.4,168,Above
-0.618,1100,-0.236,1100,9.8,159,Below
-0.618,1100,0.0,1100,73.4,189,Above
-0.618,1100,0.0,1100,4.0,260,Below
-0.618,1100,0.236,1100,22.5,54,Above
-0.618,1100,0.236,1100,33.7,42,Below
-0.618,1100,0.382,1100,70.8,245,Above
-0.618,1100,0.382,1100,74.6,18,Below
-0.618,1100,0.5,1100,68.0,109,Above
-0.618,1100,0.5,1100,25.2,196,Below
-0.618,1100,0.618,1100,10.1,71,Above
-0.618,1100,0.618,1100,41.7,167,Below
-0.618,1100,0.786,1100,30.0,298,Above
-0.618,1100,0.786,1100,27.1,83,Below
-0.618,1100,1.0,1100,5.7,95,Above
-0.618,1100,1.0,1100,68.2,126,Below
-0.618,1200,-1.0,1200,22.7,290,Above
-0.618,1200,-1.0,1200,41.2,13,Below
-0.618,1200,-0.786,1200,91.9,24,Above
-0.618,1200,-0.786,1200,69.3,264,Below
-0.618,1200,-0.618,1200,66.2,231,Above
-0.618,1200,-0.618,1200,74.5,180,Below
-0.618,1200,-0.5,1200,54.6,166,Above
-0.618,1200,-0.5,1200,60.1,95,Below
-0.618,1200,-0.382,1200,2.6,49,Above
-0.618,1200,-0.382,1200,74.6,88,Below
-0.618,1200,-0.236,1200,71.4,163,Above
-0.618,1200,-0.236,1200,28.3,26,Below
-0.618,1200,0.0,1200,18.9,290,Above
-0.618,1200,0.0,1200,0.4,219,Below
-0.618,1200,0.236,1200,15.2,75,Above
-0.618,1200,0.236,1200,12.0,2,Below
-0.618,1200,0.382,1200,56.4,262,Above
-0.618,1200,0.382,1200,43.7,227,Below
-0.618,1200,0.5,1200,55.1,59,Above
-0.618,1200,0.5,1200,59.3,82,Below
-0.618,1200,0.618,1200,25.4,144,Above
-0.618,1200,0.618,1200,90.5,17,Below
-0.618,1200,0.786,1200,48.3,291,Above
-0.618,1200,0.786,1200,97.9,132,Below
-0.618,1200,1.0,1200,88.7,72,Above
-0.618,1200,1.0,1200,55.1,298,Below
-0.618,1300,-1.0,1300,15.4,272,Above
-0.618,1300,-1.0,1300,11.5,4,Below
-0.618,1300,-0.786,1300,8.3,93,Above
-0.618,1300,-0.786,1300,46.4,30,Below
-0.618,1300,-0.618,1300,5.3,224,Above
-0.618,1300,-0.618,1300,74.4,215,Below
-0.618,1300,-0.5,1300,65.5,183,Above
-0.618,1300,-0.5,1300,59.6,33,Below
-0.618,1300,-0.382,1300,58.2,146,Above
-0.618,1300,-0.382,1300,52.9,13,Below
-0.618,1300,-0.236,1300,59.1,249,Above
-0.618,1300,-0.236,1300,52.7,123,Below
-0.618,1300,0.0,1300,1.5,279,Above
-0.618,1300,0.0,1300,64.9,20,Below
-0.618,1300,0.236,1300,9.8,188,Above
-0.618,1300,0.236,1300,45.9,228,Below
-0.618,1300,0.382,1300,53.2,245,Above
-0.618,1300,0.382,1300,48.1,285,Below
-0.618,1300,0.5,1300,50.5,85,Above
-0.618,1300,0.5,1300,81.4,218,Below
-0.618,1300,0.618,1300,77.4,26,Above
-0.618,1300,0.618,1300,46.1,79,Below
-0.618,1300,0.786,1300,66.6,180,Above
-0.618,1300,0.786,1300,60.6,148,Below
-0.618,1300,1.0,1300,71.1,70,Above
-0.618,1300,1.0,1300,30.3,206,Below
-0.618,1400,-1.0,1400,82.2,272,Above
-0.618,1400,-1.0,1400,25.9,48,Below
-0.618,1400,-0.786,1400,26.7,267,Above
-0.618,1400,-0.786,1400,14.0,48,Below
-0.618,1400,-0.618,1400,23.3,230,Above
-0.618,1400,-0.618,1400,61.2,223,Below
-0.618,1400,-0.5,1400,59.6,107,Above
-0.618,1400,-0.5,1400,65.3,73,Below
-0.618,1400,-0.382,1400,9.8,105,Above
-0.618,1400,-0.382,1400,50.0,117,Below
-0.618,1400,-0.236,1400,10.7,124,Above
-0.618,1400,-0.236,1400,30.0,275,Below
-0.618,1400,0.0,1400,86.8,281,Above
-0.618,1400,0.0,1400,72.1,110,Below
-0.618,1400,0.236,1400,56.0,197,Above
-0.618,1400,0.236,1400,84.6,19,Below
-0.618,1400,0.382,1400,46.6,249,Above
-0.618,1400,0.382,1400,70.1,129,Below
-0.618,1400,0.5,1400,71.3,48,Above
-0.618,1400,0.5,1400,3.8,186,Below
-0.618,1400,0.618,1400,47.1,173,Above
-0.618,1400,0.618,1400,64.6,77,Below
-0.618,1400,0.786,1400,10.5,129,Above
-0.618,1400,0.786,1400,93.3,288,Below
-0.618,1400,1.0,1400,16.1,110,Above
-0.618,1400,1.0,1400,10.3,145,Below
-0.618,1500,-1.0,1500,32.6,51,Above
-0.618,1500,-1.0,1500,87.4,279,Below
-0.618,1500,-0.786,1500,38.9,42,Above
-0.618,1500,-0.786,1500,49.1,234,Below
-0.618,1500,-0.618,1500,71.9,101,Above
-0.618,1500,-0.618,1500,85.9,3,Below
-0.618,1500,-0.5,1500,23.8,238,Above
-0.618,1500,-0.5,1500,45.5,106,Below
-0.618,1500,-0.382,1500,85.5,67,Above
-0.618,1500,-0.382,1500,78.1,266,Below
-0.618,1500,-0.236,1500,9.3,96,Above
-0.618,1500,-0.236,1500,75.1,180,Below
-0.618,1500,0.0,1500,62.4,110,Above
-0.618,1500,0.0,1500,60.2,244,Below
-0.618,1500,0.236,1500,89.1,117,Above
-0.618,1500,0.236,1500,46.1,162,Below
-0.618,1500,0.382,1500,53.1,266,Above
-0.618,1500,0.382,1500,54.5,283,Below
-0.618,1500,0.5,1500,41.1,96,Above
-0.618,1500,0.5,1500,0.2,298,Below
-0.618,1500,0.618,1500,60.8,196,Above
-0.618,1500,0.618,1500,41.5,278,Below
-0.618,1500,0.786,1500,38.5,25,Above
-0.618,1500,0.786,1500,15.7,159,Below
-0.618,1500,1.0,1500,24.2,63,Above
-0.618,1500,1.0,1500,60.4,78,Below
-0.618,1600,-1.0,1600,20.7,263,Above
-0.618,1600,-1.0,1600,97.5,11,Below
-0.618,1600,-0.786,1600,62.5,82,Above
-0.618,1600,-0.786,1600,73.1,219,Below
-0.618,1600,-0.618,1600,77.8,211,Above
-0.618,1600,-0.618,1600,91.2,99,Below
-0.618,1600,-0.5,1600,33.6,145,Above
-0.618,1600,-0.5,1600,30.3,229,Below
-0.618,1600,-0.382,1600,12.7,84,Above
-0.618,1600,-0.382,1600,19.1,38,Below
-0.618,1600,-0.236,1600,55.9,230,Above
-0.618,1600,-0.236,1600,87.7,20,Below
-0.618,1600,0.0,1600,37.8,183,Above
-0.618,1600,0.0,1600,86.8,237,Below
-0.618,1600,0.236,1600,14.1,135,Above
-0.618,1600,0.236,1600,50.7,8,Below
-0.618,1600,0.382,1600,48.1,10,Above
-0.618,1600,0.382,1600,52.4,198,Below
-0.618,1600,0.5,1600,63.0,87,Above
-0.618,1600,0.5,1600,61.1,106,Below
-0.618,1600,0.618,1600,3.0,81,Above
-0.618,1600,0.618,1600,70.7,37,Below
-0.618,1600,0.786,1600,80.6,135,Above
-0.618,1600,0.786,1600,31.7,157,Below
-0.618,1600,1.0,1600,63.8,248,Above
-0.618,1600,1.0,1600,60.7,110,Below
-0.5,OPEN,-1.0,OPEN,25.4,65,Above
-0.5,OPEN,-1.0,OPEN,17.6,101,Below
-0.5,OPEN,-0.786,OPEN,73.1,278,Above
-0.5,OPEN,-0.786,OPEN,41.6,128,Below
-0.5,OPEN,-0.618,OPEN,10.8,191,Above
-0.5,OPEN,-0.618,OPEN,91.8,159,Below
-0.5,OPEN,-0.5,OPEN,12.9,128,Above
-0.5,OPEN,-0.5,OPEN,79.5,289,Below
-0.5,OPEN,-0.382,OPEN,71.4,212,Above
-0.5,OPEN,-0.382,OPEN,76.5,234,Below
-0.5,OPEN,-0.236,OPEN,9.5,128,Above
-0.5,OPEN,-0.236,OPEN,51.5,195,Below
-0.5,OPEN,0.0,OPEN,19.4,297,Above
-0.5,OPEN,0.0,OPEN,62.0,130,Below
-0.5,OPEN,0.236,OPEN,82.8,286,Above
-0.5,OPEN,0.236,OPEN,95.4,34,Below
-0.5,OPEN,0.382,OPEN,12.6,41,Above
-0.5,OPEN,0.382,OPEN,40.0,64,Below
-0.5,OPEN,0.5,OPEN,57.4,221,Above
-0.5,OPEN,0.5,OPEN,40.8,43,Below
-0.5,OPEN,0.618,OPEN,4.5,16,Above
-0.5,OPEN,0.618,OPEN,56.3,244,Below
-0.5,OPEN,0.786,OPEN,1.5,283,Above
-0.5,OPEN,0.786,OPEN,22.9,274,Below
-0.5,OPEN,1.0,OPEN,65.4,159,Above
-0.5,OPEN,1.0,OPEN,75.4,68,Below
-0.5,0900,-1.0,0900,21.8,196,Above
-0.5,0900,-1.0,0900,31.8,85,Below
-0.5,0900,-0.786,0900,26.3,146,Above
-0.5,0900,-0.786,0900,37.4,84,Below
-0.5,0900,-0.618,0900,38.9,255,Above
-0.5,0900,-0.618,0900,19.1,194,Below
-0.5,0900,-0.5,0900,76.3,122,Above
-0.5,0900,-0.5,0900,92.2,222,Below
-0.5,0900,-0.382,0900,3.1,275,Above
-0.5,0900,-0.382,0900,88.2,225,Below
-0.5,0900,-0.236,0900,30.5,290,Above
-0.5,0900,-0.236,0900,7.9,124,Below
-0.5,0900,0.0,0900,71.2,179,Above
-0.5,0900,0.0,0900,67.3,223,Below
-0.5,0900,0.236,0900,83.9,161,Above
-0.5,0900,0.236,0900,22.1,147,Below
-0.5,0900,0.382,0900,53.6,276,Above
-0.5,0900,0.382,0900,17.4,139,Below
-0.5,0900,0.5,0900,91.1,6,Above
-0.5,0900,0.5,0900,96.4,1,Below
-0.5,0900,0.618,0900,78.2,125,Above
-0.5,0900,0.618,0900,24.1,93,Below
-0.5,0900,0.786,0900,18.4,288,Above
-0.5,0900,0.786,0900,40.9,261,Below
-0.5,0900,1.0,0900,5.7,226,Above
-0.5,0900,1.0,0900,55.7,251,Below
-0.5,1000,-1.0,1000,5.3,265,Above
-0.5,1000,-1.0,1000,61.3,196,Below
-0.5,1000,-0.786,1000,70.3,87,Above
-0.5,1000,-0.786,1000,47.2,101,Below
-0.5,1000,-0.618,1000,38.6,137,Above
-0.5,1000,-0.618,1000,58.9,133,Below
-0.5,1000,-0.5,1000,58.1,24,Above
-0.5,1000,-0.5,1000,77.6,37,Below
-0.5,1000,-0.382,1000,55.1,113,Above
-0.5,1000,-0.382,1000,60.8,23,Below
-0.5,1000,-0.236,1000,67.3,202,Above
-0.5,1000,-0.236,1000,40.6,293,Below
-0.5,1000,0.0,1000,50.1,24,Above
-0.5,1000,0.0,1000,10.9,34,Below
-0.5,1000,0.236,1000,77.8,215,Above
-0.5,1000,0.236,1000,21.8,180,Below
-0.5,1000,0.382,1000,67.8,257,Above
-0.5,1000,0.382,1000,73.8,167,Below
-0.5,1000,0.5,1000,25.8,290,Above
-0.5,1000,0.5,1000,89.5,170,Below
-0.5,1000,0.618,1000,71.9,4,Above
-0.5,1000,0.618,1000,96.8,93,Below
-0.5,1000,0.786,1000,20.6,9,Above
-0.5,1000,0.786,1000,67.5,60,Below
-0.5,1000,1.0,1000,80.5,285,Above
-0.5,1000,1.0,1000,55.1,10,Below
-0.5,1100,-1.0,1100,65.6,190,Above
-0.5,1100,-1.0,1100,76.8,63,Below
-0.5,1100,-0.786,1100,72.4,130,Above
-0.5,1100,-0.786,1100,62.1,268,Below
-0.5,1100,-0.618,1100,96.3,164,Above
-0.5,1100,-0.618,1100,84.0,39,Below
-0.5,1100,-0.5,1100,4.9,270,Above
-0.5,1100,-0.5,1100,31.9,6,Below
-0.5,1100,-0.382,1100,51.2,212,Above
-0.5,1100,-0.382,1100,35.6,184,Below
-0.5,1100,-0.236,1100,41.0,260,Above
-0.5,1100,-0.236,1100,25.3,50,Below
-0.5,1100,0.0,1100,8.1,142,Above
-0.5,1100,0.0,1100,50.6,119,Below
-0.5,1100,0.236,1100,82.6,82,Above
-0.5,1100,0.236,1100,97.2,68,Below
-0.5,1100,0.382,1100,84.7,278,Above
-0.5,1100,0.382,1100,63.6,212,Below
-0.5,1100,0.5,1100,54.5,224,Above
-0.5,1100,0.5,1100,30.7,83,Below
-0.5,1100,0.618,1100,60.9,250,Above
-0.5,1100,0.618,1100,84.8,170,Below
-0.5,1100,0.786,1100,79.0,62,Above
-0.5,1100,0.786,1100,66.3,245,Below
-0.5,1100,1.0,1100,44.1,89,Above
-0.5,1100,1.0,1100,18.5,42,Below
-0.5,1200,-1.0,1200,38.6,53,Above
-0.5,1200,-1.0,1200,61.2,244,Below
-0.5,1200,-0.786,1200,77.4,27,Above
-0.5,1200,-0.786,1200,11.1,258,Below
-0.5,1200,-0.618,1200,58.9,189,Above
-0.5,1200,-0.618,1200,27.5,183,Below
-0.5,1200,-0.5,1200,97.8,25,Above
-0.5,1200,-0.5,1200,63.1,2,Below
-0.5,1200,-0.382,1200,25.7,214,Above
-0.5,1200,-0.382,1200,70.9,223,Below
-0.5,1200,-0.236,1200,80.4,112,Above
-0.5,1200,-0.236,1200,20.6,123,Below
-0.5,1200,0.0,1200,15.3,35,Above
-0.5,1200,0.0,1200,98.1,40,Below
-0.5,1200,0.236,1200,71.3,10,Above
-0.5,1200,0.236,1200,26.1,228,Below
-0.5,1200,0.382,1200,98.6,101,Above
-0.5,1200,0.382,1200,2.0,254,Below
-0.5,1200,0.5,1200,25.2,197,Above
-0.5,1200,0.5,1200,28.0,62,Below
-0.5,1200,0.618,1200,90.6,291,Above
-0.5,1200,0.618,1200,49.0,168,Below
-0.5,1200,0.786,1200,51.9,184,Above
-0.5,1200,0.786,1200,99.2,54,Below
-0.5,1200,1.0,1200,44.6,179,Above
-0.5,1200,1.0,1200,99.1,105,Below
-0.5,1300,-1.0,1300,55.3,91,Above
-0.5,1300,-1.0,1300,39.1,27,Below
-0.5,1300,-0.786,1300,19.6,227,Above
-0.5,1300,-0.786,1300,15.3,174,Below
-0.5,1300,-0.618,1300,55.3,51,Above
-0.5,1300,-0.618,1300,44.3,2,Below
-0.5,1300,-0.5,1300,100.0,16,Above
-0.5,1300,-0.5,1300,99.8,58,Below
-0.5,1300,-0.382,1300,95.0,40,Above
-0.5,1300,-0.382,1300,66.5,60,Below
-0.5,1300,-0.236,1300,5.4,73,Above
-0.5,1300,-0.236,1300,5.6,21,Below
-0.5,1300,0.0,1300,1.3,127,Above
-0.5,1300,0.0,1300,49.4,162,Below
-0.5,1300,0.236,1300,92.4,165,Above
-0.5,1300,0.236,1300,97.6,211,Below
-0.5,1300,0.382,1300,70.2,135,Above
-0.5,1300,0.382,1300,22.9,201,Below
-0.5,1300,0.5,1300,59.0,99,Above
-0.5,1300,0.5,1300,82.7,25,Below
-0.5,1300,0.618,1300,3.8,253,Above
-0.5,1300,0.618,1300,54.5,145,Below
-0.5,1300,0.786,1300,80.2,42,Above
-0.5,1300,0.786,1300,73.1,51,Below
-0.5,1300,1.0,1300,98.8,69,Above
-0.5,1300,1.0,1300,28.5,133,Below
-0.5,1400,-1.0,1400,53.3,1,Above
-0.5,1400,-1.0,1400,80.5,237,Below
-0.5,1400,-0.786,1400,61.8,168,Above
-0.5,1400,-0.786,1400,12.8,230,Below
-0.5,1400,-0.618,1400,43.2,71,Above
-0.5,1400,-0.618,1400,94.9,107,Below
-0.5,1400,-0.5,1400,44.9,31,Above
-0.5,1400,-0.5,1400,89.3,7,Below
-0.5,1400,-0.382,1400,61.4,117,Above
-0.5,1400,-0.382,1400,60.3,88,Below
-0.5,1400,-0.236,1400,34.2,19,Above
-0.5,1400,-0.236,1400,21.2,297,Below
-0.5,1400,0.0,1400,26.1,151,Above
-0.5,1400,0.0,1400,84.2,93,Below
-0.5,1400,0.236,1400,86.2,280,Above
-0.5,1400,0.236,1400,56.8,219,Below
-0.5,1400,0.382,1400,13.8,162,Above
-0.5,1400,0.382,1400,89.7,44,Below
-0.5,1400,0.5,1400,97.1,22,Above
-0.5,1400,0.5,1400,16.4,261,Below
-0.5,1400,0.618,1400,8.2,106,Above
-0.5,1400,0.618,1400,28.7,209,Below
-0.5,1400,0.786,1400,80.1,7,Above
-0.5,1400,0.786,1400,90.5,157,Below
-0.5,1400,1.0,1400,60.3,175,Above
-0.5,1400,1.0,1400,44.8,254,Below
-0.5,1500,-1.0,1500,83.7,287,Above
-0.5,1500,-1.0,1500,39.2,252,Below
-0.5,1500,-0.786,1500,80.5,254,Above
-0.5,1500,-0.786,1500,30.9,4,Below
-0.5,1500,-0.618,1500,11.9,108,Above
-0.5,1500,-0.618,1500,35.2,289,Below
-0.5,1500,-0.5,1500,90.1,227,Above
-0.5,1500,-0.5,1500,71.8,115,Below
-0.5,1500,-0.382,1500,91.3,249,Above
-0.5,1500,-0.382,1500,85.5,256,Below
-0.5,1500,-0.236,1500,89.3,19,Above
-0.5,1500,-0.236,1500,15.9,51,Below
-0.5,1500,0.0,1500,2.2,98,Above
-0.5,1500,0.0,1500,77.8,53,Below
-0.5,1500,0.236,1500,54.1,143,Above
-0.5,1500,0.236,1500,60.1,1,Below
-0.5,1500,0.382,1500,14.6,79,Above
-0.5,1500,0.382,1500,74.5,82,Below
-0.5,1500,0.5,1500,53.5,20,Above
-0.5,1500,0.5,1500,59.6,293,Below
-0.5,1500,0.618,1500,26.4,269,Above
-0.5,1500,0.618,1500,89.3,134,Below
-0.5,1500,0.786,1500,46.6,49,Above
-0.5,1500,0.786,1500,45.8,267,Below
-0.5,1500,1.0,1500,53.4,122,Above
-0.5,1500,1.0,1500,13.5,175,Below
-0.5,1600,-1.0,1600,13.3,106,Above
-0.5,1600,-1.0,1600,41.6,57,Below
-0.5,1600,-0.786,1600,90.6,177,Above
-0.5,1600,-0.786,1600,39.2,280,Below
-0.5,1600,-0.618,1600,30.5,79,Above
-0.5,1600,-0.618,1600,55.0,250,Below
-0.5,1600,-0.5,1600,98.2,262,Above
-0.5,1600,-0.5,1600,8.7,229,Below
-0.5,1600,-0.382,1600,27.4,52,Above
-0.5,1600,-0.382,1600,33.0,274,Below
-0.5,1600,-0.236,1600,68.0,40,Above
-0.5,1600,-0.236,1600,39.3,29,Below
-0.5,1600,0.0,1600,5.2,23,Above
-0.5,1600,0.0,1600,98.7,30,Below
-0.5,1600,0.236,1600,19.7,165,Above
-0.5,1600,0.236,1600,37.5,181,Below
-0.5,1600,0.382,1600,23.7,197,Above
-0.5,1600,0.382,1600,82.4,179,Below
-0.5,1600,0.5,1600,56.9,107,Above
-0.5,1600,0.5,1600,23.5,212,Below
-0.5,1600,0.618,1600,77.3,94,Above
-0.5,1600,0.618,1600,13.9,75,Below
-0.5,1600,0.786,1600,31.8,233,Above
-0.5,1600,0.786,1600,45.7,19,Below
-0.5,1600,1.0,1600,95.6,172,Above
-0.5,1600,1.0,1600,74.3,176,Below
-0.382,OPEN,-1.0,OPEN,94.1,42,Above
-0.382,OPEN,-1.0,OPEN,79.9,222,Below
-0.382,OPEN,-0.786,OPEN,58.2,94,Above
-0.382,OPEN,-0.786,OPEN,89.9,51,Below
-0.382,OPEN,-0.618,OPEN,5.7,70,Above
-0.382,OPEN,-0.618,OPEN,92.1,249,Below
-0.382,OPEN,-0.5,OPEN,93.3,293,Above
-0.382,OPEN,-0.5,OPEN,81.9,189,Below
-0.382,OPEN,-0.382,OPEN,0.8,208,Above
-0.382,OPEN,-0.382,OPEN,60.3,97,Below
-0.382,OPEN,-0.236,OPEN,95.6,8,Above
-0.382,OPEN,-0.236,OPEN,37.6,129,Below
-0.382,OPEN,0.0,OPEN,71.3,237,Above
-0.382,OPEN,0.0,OPEN,69.0,274,Below
-0.382,OPEN,0.236,OPEN,1.4,107,Above
-0.382,OPEN,0.236,OPEN,14.0,126,Below
-0.382,OPEN,0.382,OPEN,2.5,151,Above
-0.382,OPEN,0.382,OPEN,92.1,259,Below
-0.382,OPEN,0.5,OPEN,6.8,201,Above
-0.382,OPEN,0.5,OPEN,60.7,246,Below
-0.382,OPEN,0.618,OPEN,2.6,66,Above
-0.382,OPEN,0.618,OPEN,60.8,195,Below
-0.382,OPEN,0.786,OPEN,40.9,111,Above
-0.382,OPEN,0.786,OPEN,16.6,67,Below
-0.382,OPEN,1.0,OPEN,80.9,68,Above
-0.382,OPEN,1.0,OPEN,50.4,81,Below
-0.382,0900,-1.0,0900,2.1,3,Above
-0.382,0900,-1.0,0900,48.4,136,Below
-0.382,0900,-0.786,0900,19.8,49,Above
-0.382,0900,-0.786,0900,29.4,19,Below
-0.382,0900,-0.618,0900,33.0,168,Above
-0.382,0900,-0.618,0900,25.4,199,Below
-0.382,0900,-0.5,0900,97.4,159,Above
-0.382,0900,-0.5,0900,92.7,71,Below
-0.382,0900,-0.382,0900,31.3,116,Above
-0.382,0900,-0.382,0900,95.2,82,Below
-0.382,0900,-0.236,0900,97.0,128,Above
-0.382,0900,-0.236,0900,2.2,178,Below
-0.382,0900,0.0,0900,73.2,244,Above
-0.382,0900,0.0,0900,62.7,73,Below
-0.382,0900,0.236,0900,66.4,253,Above
-0.382,0900,0.236,0900,66.2,91,Below
-0.382,0900,0.382,0900,24.9,243,Above
-0.382,0900,0.382,0900,48.8,140,Below
-0.382,0900,0.5,0900,35.6,87,Above
-0.382,0900,0.5,0900,42.7,157,Below
-0.382,0900,0.618,0900,18.0,24,Above
-0.382,0900,0.618,0900,30.4,181,Below
-0.382,0900,0.786,0900,54.9,228,Above
-0.382,0900,0.786,0900,14.0,135,Below
-0.382,0900,1.0,0900,28.9,91,Above
-0.382,0900,1.0,0900,18.5,160,Below
-0.382,1000,-1.0,1000,45.3,44,Above
-0.382,1000,-1.0,1000,9.7,213,Below
-0.382,1000,-0.786,1000,19.1,28,Above
-0.382,1000,-0.786,1000,13.1,41,Below
-0.382,1000,-0.618,1000,75.3,206,Above
-0.382,1000,-0.618,1000,68.7,273,Below
-0.382,1000,-0.5,1000,2.3,298,Above
-0.382,1000,-0.5,1000,45.8,146,Below
-0.382,1000,-0.382,1000,30.4,96,Above
-0.382,1000,-0.382,1000,22.7,80,Below
-0.382,1000,-0.236,1000,10.4,146,Above
-0.382,1000,-0.236,1000,83.4,107,Below
-0.382,1000,0.0,1000,3.3,176,Above
-0.382,1000,0.0,1000,32.7,79,Below
-0.382,1000,0.236,1000,31.0,103,Above
-0.382,1000,0.236,1000,49.2,110,Below
-0.382,1000,0.382,1000,5.0,217,Above
-0.382,1000,0.382,1000,0.3,269,Below
-0.382,1000,0.5,1000,11.7,299,Above
-0.382,1000,0.5,1000,64.1,16,Below
-0.382,1000,0.618,1000,63.4,151,Above
-0.382,1000,0.618,1000,79.5,181,Below
-0.382,1000,0.786,1000,10.7,60,Above
-0.382,1000,0.786,1000,53.9,185,Below
-0.382,1000,1.0,1000,28.0,107,Above
-0.382,1000,1.0,1000,93.2,172,Below
-0.382,1100,-1.0,1100,35.2,207,Above
-0.382,1100,-1.0,1100,27.7,203,Below
-0.382,1100,-0.786,1100,60.1,122,Above
-0.382,1100,-0.786,1100,68.3,292,Below
-0.382,1100,-0.618,1100,87.6,156,Above
-0.382,1100,-0.618,1100,61.2,153,Below
-0.382,1100,-0.5,1100,21.8,260,Above
-0.382,1100,-0.5,1100,69.7,21,Below
-0.382,1100,-0.382,1100,66.3,97,Above
-0.382,1100,-0.382,1100,35.0,30,Below
-0.382,1100,-0.236,1100,88.6,8,Above
-0.382,1100,-0.236,1100,46.3,58,Below
-0.382,1100,0.0,1100,53.0,116,Above
-0.382,1100,0.0,1100,42.8,106,Below
-0.382,1100,0.236,1100,99.2,160,Above
-0.382,1100,0.236,1100,59.4,151,Below
-0.382,1100,0.382,1100,68.9,55,Above
-0.382,1100,0.382,1100,93.4,61,Below
-0.382,1100,0.5,1100,92.3,44,Above
-0.382,1100,0.5,1100,45.4,194,Below
-0.382,1100,0.618,1100,73.1,152,Above
-0.382,1100,0.618,1100,31.4,11,Below
-0.382,1100,0.786,1100,51.5,195,Above
-0.382,1100,0.786,1100,11.5,79,Below
-0.382,1100,1.0,1100,7.3,211,Above
-0.382,1100,1.0,1100,66.8,120,Below
-0.382,1200,-1.0,1200,29.0,254,Above
-0.382,1200,-1.0,1200,5.6,196,Below
-0.382,1200,-0.786,1200,50.8,215,Above
-0.382,1200,-0.786,1200,56.1,272,Below
-0.382,1200,-0.618,1200,56.0,97,Above
-0.382,1200,-0.618,1200,11.9,53,Below
-0.382,1200,-0.5,1200,67.3,272,Above
-0.382,1200,-0.5,1200,50.2,244,Below
-0.382,1200,-0.382,1200,51.1,200,Above
-0.382,1200,-0.382,1200,25.9,8,Below
-0.382,1200,-0.236,1200,89.6,297,Above
-0.382,1200,-0.236,1200,30.5,242,Below
-0.382,1200,0.0,1200,81.8,58,Above
-0.382,1200,0.0,1200,1.1,106,Below
-0.382,1200,0.236,1200,22.6,257,Above
-0.382,1200,0.236,1200,25.0,92,Below
-0.382,1200,0.382,1200,46.5,39,Above
-0.382,1200,0.382,1200,30.5,1,Below
-0.382,1200,0.5,1200,85.1,176,Above
-0.382,1200,0.5,1200,82.2,43,Below
-0.382,1200,0.618,1200,85.2,146,Above
-0.382,1200,0.618,1200,72.6,266,Below
-0.382,1200,0.786,1200,74.9,239,Above
-0.382,1200,0.786,1200,40.5,133,Below
-0.382,1200,1.0,1200,9.6,262,Above
-0.382,1200,1.0,1200,25.9,86,Below
-0.382,1300,-1.0,1300,85.7,181,Above
-0.382,1300,-1.0,1300,80.4,163,Below
-0.382,1300,-0.786,1300,51.3,182,Above
-0.382,1300,-0.786,1300,98.2,110,Below
-0.382,1300,-0.618,1300,72.5,179,Above
-0.382,1300,-0.618,1300,20.5,223,Below
-0.382,1300,-0.5,1300,73.8,211,Above
-0.382,1300,-0.5,1300,0.9,236,Below
-0.382,1300,-0.382,1300,71.5,87,Above
-0.382,1300,-0.382,1300,9.8,31,Below
-0.382,1300,-0.236,1300,67.9,142,Above
-0.382,1300,-0.236,1300,84.0,185,Below
-0.382,1300,0.0,1300,25.2,291,Above
-0.382,1300,0.0,1300,1.4,68,Below
-0.382,1300,0.236,1300,65.7,261,Above
-0.382,1300,0.236,1300,77.7,134,Below
-0.382,1300,0.382,1300,7.2,162,Above
-0.382,1300,0.382,1300,41.5,203,Below
-0.382,1300,0.5,1300,59.8,38,Above
-0.382,1300,0.5,1300,20.2,227,Below
-0.382,1300,0.618,1300,96.8,212,Above
-0.382,1300,0.618,1300,38.2,111,Below
-0.382,1300,0.786,1300,93.0,59,Above
-0.382,1300,0.786,1300,9.5,277,Below
-0.382,1300,1.0,1300,18.5,13,Above
-0.382,1300,1.0,1300,87.5,59,Below
-0.382,1400,-1.0,1400,67.3,231,Above
-0.382,1400,-1.0,1400,13.8,55,Below
-0.382,1400,-0.786,1400,37.8,94,Above
-0.382,1400,-0.786,1400,61.7,243,Below
-0.382,1400,-0.618,1400,7.3,101,Above
-0.382,1400,-0.618,1400,93.0,267,Below
-0.382,1400,-0.5,1400,58.2,72,Above
-0.382,1400,-0.5,1400,66.8,293,Below
-0.382,1400,-0.382,1400,93.4,38,Above
-0.382,1400,-0.382,1400,19.0,284,Below
-0.382,1400,-0.236,1400,39.7,227,Above
-0.382,1400,-0.236,1400,79.6,287,Below
-0.382,1400,0.0,1400,90.1,129,Above
-0.382,1400,0.0,1400,47.6,268,Below
-0.382,1400,0.236,1400,96.4,123,Above
-0.382,1400,0.236,1400,29.5,62,Below
-0.382,1400,0.382,1400,84.6,75,Above
-0.382,1400,0.382,1400,8.5,16,Below
-0.382,1400,0.5,1400,29.0,121,Above
-0.382,1400,0.5,1400,36.2,289,Below
-0.382,1400,0.618,1400,97.2,17,Above
-0.382,1400,0.618,1400,97.2,290,Below
-0.382,1400,0.786,1400,72.8,126,Above
-0.382,1400,0.786,1400,21.7,153,Below
-0.382,1400,1.0,1400,96.0,56,Above
-0.382,1400,1.0,1400,61.0,96,Below
