trigger_level,trigger_hour,goal_level,goal_hour,percent_complete,raw_count,direction
-0.236,0900,0.382,OPEN,73.7,128,Above
-0.236,0900,0.5,1200,9.6,46,Above
-0.236,0900,0.618,1000,60.7,20,Above
-0.236,0900,0.786,1600,39.1,11,Above
-0.236,0900,1.0,1000,59.7,76,Above
-0.236,1000,-1.0,1300,44.6,33,Below
-0.236,1000,-0.786,1000,60.3,111,Below
-0.236,1000,-0.618,1400,77.3,45,Below
-0.236,1000,-0.5,1500,64.5,140,Below
-0.236,1000,-0.382,1600,32.3,132,Below
-0.236,1000,0.0,1300,35.5,22,Above
-0.236,1000,0.236,OPEN,83.2,14,Above
-0.236,1000,0.382,1200,27.1,59,Above
-0.236,1000,0.5,1000,53.3,134,Above
-0.236,1000,0.618,1000,19.0,139,Above
-0.236,1000,0.786,1400,37.8,111,Above
-0.236,1000,1.0,OPEN,99.5,39,Above
-0.236,1100,-1.0,1100,6.0,53,Below
-0.236,1100,-0.786,1100,96.2,40,Below
-0.236,1100,-0.618,1600,17.0,115,Below
-0.236,1100,-0.5,1600,82.2,21,Below
-0.236,1100,-0.382,OPEN,30.1,145,Below
-0.236,1100,0.0,1100,47.5,39,Above
-0.236,1100,0.236,1400,39.9,113,Above
-0.236,1100,0.382,1300,99.2,113,Above
-0.236,1100,0.5,1500,54.0,130,Above
-0.236,1100,0.618,1200,9.3,41,Above
-0.236,1100,0.786,OPEN,60.8,47,Above
-0.236,1100,1.0,1100,70.9,45,Above
-0.236,1200,-1.0,OPEN,22.7,75,Below
-0.236,1200,-0.786,1600,8.8,84,Below
-0.236,1200,-0.618,1000,39.7,64,Below
-0.236,1200,-0.5,1300,91.9,95,Below
-0.236,1200,-0.382,1200,39.1,21,Below
-0.236,1200,0.0,OPEN,11.6,91,Above
-0.236,1200,0.236,1000,67.4,143,Above
-0.236,1200,0.382,1000,79.0,23,Above
-0.236,1200,0.5,1600,32.3,75,Above
-0.236,1200,0.618,0900,22.4,29,Above
-0.236,1200,0.786,0900,64.1,34,Above
-0.236,1200,1.0,0900,13.3,63,Above
-0.236,1300,-1.0,OPEN,92.3,23,Below
-0.236,1300,-0.786,OPEN,60.6,63,Below
-0.236,1300,-0.618,1100,50.3,143,Below
-0.236,1300,-0.5,1600,66.6,145,Below
-0.236,1300,-0.382,1200,2.6,34,Below
-0.236,1300,0.0,1100,8.0,21,Above
-0.236,1300,0.236,1100,44.0,69,Above
-0.236,1300,0.382,1300,0.0,52,Above
-0.236,1300,0.5,0900,65.0,40,Above
-0.236,1300,0.618,1000,56.4,19,Above
-0.236,1300,0.786,1600,5.8,20,Above
-0.236,1300,1.0,0900,5.8,65,Above
-0.236,1400,-1.0,1600,43.0,146,Below
-0.236,1400,-0.786,1000,7.5,124,Below
-0.236,1400,-0.618,1400,69.2,106,Below
-0.236,1400,-0.5,1100,63.3,49,Below
-0.236,1400,-0.382,OPEN,23.3,133,Below
-0.236,1400,0.0,1100,17.4,133,Above
-0.236,1400,0.236,1300,42.6,72,Above
-0.236,1400,0.382,1200,88.7,71,Above
-0.236,1400,0.5,1000,36.8,101,Above
-0.236,1400,0.618,1300,82.8,95,Above
-0.236,1400,0.786,1200,1.1,139,Above
-0.236,1400,1.0,1200,1.9,88,Above
-0.236,1500,-1.0,1200,76.0,67,Below
-0.236,1500,-0.786,1500,53.5,74,Below
-0.236,1500,-0.618,1200,83.4,91,Below
-0.236,1500,-0.5,1200,96.0,148,Below
-0.236,1500,-0.382,1200,84.4,126,Below
-0.236,1500,0.0,1100,86.5,121,Above
-0.236,1500,0.236,0900,47.6,51,Above
-0.236,1500,0.382,1200,95.6,122,Above
-0.236,1500,0.5,1600,10.2,129,Above
-0.236,1500,0.618,1600,94.3,139,Above
-0.236,1500,0.786,OPEN,84.1,67,Above
-0.236,1500,1.0,1500,46.1,43,Above
-0.236,1600,-1.0,1500,89.5,88,Below
-0.236,1600,-0.786,OPEN,6.7,97,Below
-0.236,1600,-0.618,1000,10.6,96,Below
-0.236,1600,-0.5,1200,4.8,96,Below
-0.236,1600,-0.382,OPEN,7.2,26,Below
-0.236,1600,0.0,1200,50.9,67,Above
-0.236,1600,0.236,1100,35.0,144,Above
-0.236,1600,0.382,1000,18.5,14,Above
-0.236,1600,0.5,1200,66.0,105,Above
-0.236,1600,0.618,1500,26.5,47,Above
-0.236,1600,0.786,OPEN,29.5,113,Above
-0.236,1600,1.0,1600,97.6,58,Above
0.0,OPEN,-1.0,1100,61.5,87,Below
0.0,OPEN,-0.786,1600,64.4,131,Below
0.0,OPEN,-0.618,1400,4.2,123,Below
0.0,OPEN,-0.5,1200,12.5,100,Below
0.0,OPEN,-0.382,1500,11.4,22,Below
0.0,OPEN,-0.236,1200,92.0,41,Below
0.0,OPEN,0.236,0900,12.8,24,Above
0.0,OPEN,0.382,OPEN,92.8,68,Above
0.0,OPEN,0.5,1600,16.4,41,Above
0.0,OPEN,0.618,1000,88.7,129,Above
0.0,OPEN,0.786,1200,28.6,41,Above
0.0,OPEN,1.0,1400,87.9,21,Above
0.0,0900,-1.0,1600,54.4,135,Below
0.0,0900,-0.786,1500,74.8,144,Below
0.0,0900,-0.618,1400,65.6,95,Below
0.0,0900,-0.5,1300,98.5,31,Below
0.0,0900,-0.382,0900,10.8,36,Below
0.0,0900,-0.236,0900,21.4,97,Below
0.0,0900,0.236,1300,54.2,106,Above
0.0,0900,0.382,1500,61.2,127,Above
0.0,0900,0.5,1000,15.2,39,Above
0.0,0900,0.618,1400,57.7,34,Above
0.0,0900,0.786,1200,16.0,115,Above
0.0,0900,1.0,1500,24.7,14,Above
0.0,1000,-1.0,1000,99.2,113,Below
0.0,1000,-0.786,1000,40.1,115,Below
0.0,1000,-0.618,0900,20.4,19,Below
0.0,1000,-0.5,1200,73.3,75,Below
0.0,1000,-0.382,1600,37.5,146,Below
0.0,1000,-0.236,1100,52.4,99,Below
0.0,1000,0.236,1300,83.3,23,Above
0.0,1000,0.382,1600,95.8,130,Above
0.0,1000,0.5,1100,32.7,79,Above
0.0,1000,0.618,1500,50.2,141,Above
0.0,1000,0.786,1100,72.2,33,Above
0.0,1000,1.0,1300,59.3,46,Above
0.0,1100,-1.0,1300,41.3,112,Below
0.0,1100,-0.786,1200,2.9,13,Below
0.0,1100,-0.618,1600,38.8,26,Below
0.0,1100,-0.5,1400,87.4,23,Below
0.0,1100,-0.382,1000,6.5,89,Below
0.0,1100,-0.236,1400,70.3,129,Below
0.0,1100,0.236,1500,67.6,91,Above
0.0,1100,0.382,1000,27.0,69,Above
0.0,1100,0.5,1000,49.8,119,Above
0.0,1100,0.618,1000,5.9,118,Above
0.0,1100,0.786,1300,21.0,109,Above
0.0,1100,1.0,1000,44.0,103,Above
0.0,1200,-1.0,1400,73.6,72,Below
0.0,1200,-0.786,1100,6.3,56,Below
0.0,1200,-0.618,1600,93.3,54,Below
0.0,1200,-0.5,OPEN,42.1,13,Below
0.0,1200,-0.382,1100,78.6,56,Below
0.0,1200,-0.236,1400,57.2,78,Below
0.0,1200,0.236,1600,56.6,147,Above
0.0,1200,0.382,0900,16.5,116,Above
0.0,1200,0.5,OPEN,58.6,127,Above
0.0,1200,0.618,1300,51.8,118,Above
0.0,1200,0.786,1000,94.1,44,Above
0.0,1200,1.0,1000,37.7,73,Above
0.0,1300,-1.0,1200,48.1,83,Below
0.0,1300,-0.786,1200,70.6,99,Below
0.0,1300,-0.618,1100,5.0,48,Below
0.0,1300,-0.5,0900,90.9,33,Below
0.0,1300,-0.382,1600,0.7,50,Below
0.0,1300,-0.236,1300,22.5,117,Below
0.0,1300,0.236,1600,75.1,45,Above
0.0,1300,0.382,1200,6.9,117,Above
0.0,1300,0.5,1300,26.2,23,Above
0.0,1300,0.618,1500,97.5,115,Above
0.0,1300,0.786,1600,77.7,53,Above
0.0,1300,1.0,1600,48.8,116,Above
0.0,1400,-1.0,1100,62.0,116,Below
0.0,1400,-0.786,1600,34.6,16,Below
0.0,1400,-0.618,1300,90.0,129,Below
0.0,1400,-0.5,1600,49.4,30,Below
0.0,1400,-0.382,0900,14.5,96,Below
0.0,1400,-0.236,1200,56.5,124,Below
0.0,1400,0.236,1600,94.7,149,Above
0.0,1400,0.382,1600,18.3,126,Above
0.0,1400,0.5,1100,41.8,80,Above
0.0,1400,0.618,1300,56.1,90,Above
0.0,1400,0.786,1500,11.5,107,Above
0.0,1400,1.0,1600,79.2,26,Above
0.0,1500,-1.0,0900,8.2,107,Below
0.0,1500,-0.786,OPEN,42.9,14,Below
0.0,1500,-0.618,0900,66.4,66,Below
0.0,1500,-0.5,0900,9.8,121,Below
0.0,1500,-0.382,1000,65.1,95,Below
0.0,1500,-0.236,1500,78.7,47,Below
0.0,1500,0.236,1000,5.2,72,Above
0.0,1500,0.382,OPEN,20.1,144,Above
0.0,1500,0.5,1200,16.5,136,Above
0.0,1500,0.618,1100,75.7,129,Above
0.0,1500,0.786,1500,87.8,125,Above
0.0,1500,1.0,1600,56.0,37,Above
0.0,1600,-1.0,OPEN,2.7,140,Below
0.0,1600,-0.786,1500,28.2,51,Below
0.0,1600,-0.618,1100,79.8,32,Below
0.0,1600,-0.5,1600,39.7,60,Below
0.0,1600,-0.382,1500,18.7,17,Below
0.0,1600,-0.236,1500,35.7,50,Below
0.0,1600,0.236,1100,27.6,81,Above
0.0,1600,0.382,1400,64.3,113,Above
0.0,1600,0.5,0900,15.8,21,Above
0.0,1600,0.618,0900,31.7,140,Above
0.0,1600,0.786,1000,89.7,116,Above
0.0,1600,1.0,1500,50.7,138,Above
0.236,OPEN,-1.0,1400,18.4,110,Below
0.236,OPEN,-0.786,1200,44.0,119,Below
0.236,OPEN,-0.618,1300,85.7,146,Below
0.236,OPEN,-0.5,1400,96.7,72,Below
0.236,OPEN,-0.382,1400,12.2,22,Below
0.236,OPEN,-0.236,0900,16.6,111,Below
0.236,OPEN,0.0,1400,13.0,78,Below
0.236,OPEN,0.382,1600,9.3,34,Above
0.236,OPEN,0.5,1100,89.0,135,Above
0.236,OPEN,0.618,1200,97.3,18,Above
0.236,OPEN,0.786,1100,91.8,143,Above
0.236,OPEN,1.0,1000,76.0,130,Above
0.236,0900,-1.0,0900,82.2,117,Below
0.236,0900,-0.786,1600,35.8,140,Below
0.236,0900,-0.618,1200,11.3,43,Below
0.236,0900,-0.5,1600,74.0,91,Below
0.236,0900,-0.382,1600,43.6,137,Below
0.236,0900,-0.236,1300,73.8,117,Below
0.236,0900,0.0,1000,3.1,134,Below
0.236,0900,0.382,0900,32.5,56,Above
0.236,0900,0.5,1400,16.7,133,Above
0.236,0900,0.618,OPEN,83.7,96,Above
0.236,0900,0.786,1000,69.4,56,Above
0.236,0900,1.0,1300,36.0,30,Above
0.236,1000,-1.0,1000,76.3,55,Below
0.236,1000,-0.786,1100,93.8,48,Below
0.236,1000,-0.618,1600,78.8,86,Below
0.236,1000,-0.5,0900,65.1,143,Below
0.236,1000,-0.382,1400,16.9,107,Below
0.236,1000,-0.236,1500,38.0,109,Below
0.236,1000,0.0,1200,54.7,44,Below
0.236,1000,0.382,1000,97.7,87,Above
0.236,1000,0.5,1100,1.8,97,Above
0.236,1000,0.618,1300,28.0,92,Above
0.236,1000,0.786,1000,82.6,28,Above
0.236,1000,1.0,1600,83.9,80,Above
0.236,1100,-1.0,1600,30.5,128,Below
0.236,1100,-0.786,1600,28.2,129,Below
0.236,1100,-0.618,1300,12.0,39,Below
0.236,1100,-0.5,1600,1.2,129,Below
0.236,1100,-0.382,1100,30.1,62,Below
0.236,1100,-0.236,1000,22.6,87,Below
0.236,1100,0.0,1600,4.8,77,Below
0.236,1100,0.382,1500,87.7,134,Above
0.236,1100,0.5,1300,89.2,136,Above
0.236,1100,0.618,1400,53.1,71,Above
0.236,1100,0.786,OPEN,28.5,21,Above
0.236,1100,1.0,1000,26.8,59,Above
0.236,1200,-1.0,1200,52.1,78,Below
0.236,1200,-0.786,1100,22.0,146,Below
0.236,1200,-0.618,1100,86.9,74,Below
0.236,1200,-0.5,1500,51.7,85,Below
0.236,1200,-0.382,1300,43.5,56,Below
0.236,1200,-0.236,1600,34.1,61,Below
0.236,1200,0.0,1300,60.7,60,Below
0.236,1200,0.382,1300,59.2,141,Above
0.236,1200,0.5,1400,51.2,37,Above
0.236,1200,0.618,1100,38.5,76,Above
0.236,1200,0.786,1300,26.3,100,Above
0.236,1200,1.0,1400,98.4,81,Above
0.236,1300,-1.0,1400,40.7,70,Below
0.236,1300,-0.786,1300,4.6,145,Below
0.236,1300,-0.618,1000,27.7,102,Below
0.236,1300,-0.5,OPEN,62.3,44,Below
0.236,1300,-0.382,1100,20.7,58,Below
0.236,1300,-0.236,OPEN,21.9,52,Below
0.236,1300,0.0,1100,10.8,99,Below
0.236,1300,0.382,1400,80.3,71,Above
0.236,1300,0.5,1300,93.2,18,Above
0.236,1300,0.618,1500,8.7,50,Above
0.236,1300,0.786,OPEN,11.4,60,Above
0.236,1300,1.0,1400,57.5,48,Above
0.236,1400,-1.0,1000,45.1,136,Below
0.236,1400,-0.786,OPEN,39.0,28,Below
0.236,1400,-0.618,1500,90.8,118,Below
0.236,1400,-0.5,OPEN,82.4,112,Below
0.236,1400,-0.382,1200,0.2,100,Below
0.236,1400,-0.236,1400,71.8,93,Below
0.236,1400,0.0,0900,25.7,77,Below
0.236,1400,0.382,OPEN,45.6,91,Above
0.236,1400,0.5,1200,12.1,93,Above
0.236,1400,0.618,OPEN,7.1,131,Above
0.236,1400,0.786,1000,35.5,11,Above
0.236,1400,1.0,1600,64.6,60,Above
0.236,1500,-1.0,0900,13.9,130,Below
0.236,1500,-0.786,1400,87.4,93,Below
0.236,1500,-0.618,1300,12.1,11,Below
0.236,1500,-0.5,1300,82.9,103,Below
0.236,1500,-0.382,1500,82.0,21,Below
0.236,1500,-0.236,1000,44.9,64,Below
0.236,1500,0.0,1200,12.3,58,Below
0.236,1500,0.382,1600,72.9,47,Above
0.236,1500,0.5,1200,69.2,108,Above
0.236,1500,0.618,1400,54.3,131,Above
0.236,1500,0.786,0900,38.4,88,Above
0.236,1500,1.0,1600,43.1,113,Above
0.236,1600,-1.0,1600,2.7,133,Below
0.236,1600,-0.786,OPEN,52.6,43,Below
0.236,1600,-0.618,1500,16.6,16,Below
0.236,1600,-0.5,1100,4.5,74,Below
0.236,1600,-0.382,OPEN,94.7,28,Below
0.236,1600,-0.236,0900,63.7,135,Below
0.236,1600,0.0,OPEN,10.1,73,Below
0.236,1600,0.382,1200,53.1,125,Above
0.236,1600,0.5,1500,98.8,74,Above
0.236,1600,0.618,1100,16.7,78,Above
0.236,1600,0.786,1500,97.7,76,Above
0.236,1600,1.0,1100,9.9,116,Above
0.382,OPEN,-1.0,1000,2.3,68,Below
0.382,OPEN,-0.786,1200,28.9,131,Below
0.382,OPEN,-0.618,1200,95.6,110,Below
0.382,OPEN,-0.5,1000,88.8,27,Below
0.382,OPEN,-0.382,1600,98.4,86,Below
0.382,OPEN,-0.236,1100,3.1,31,Below
0.382,OPEN,0.0,1100,98.0,58,Below
0.382,OPEN,0.236,0900,16.8,62,Below
0.382,OPEN,0.5,1400,44.0,51,Above
0.382,OPEN,0.618,0900,25.9,60,Above
0.382,OPEN,0.786,OPEN,50.7,136,Above
0.382,OPEN,1.0,1200,96.6,112,Above
0.382,0900,-1.0,1100,34.7,101,Below
0.382,0900,-0.786,1500,100.0,120,Below
0.382,0900,-0.618,0900,48.9,26,Below
0.382,0900,-0.5,1000,88.0,113,Below
0.382,0900,-0.382,1300,56.9,28,Below
0.382,0900,-0.236,1200,73.1,17,Below
0.382,0900,0.0,1200,47.6,127,Below
0.382,0900,0.236,1000,13.2,100,Below
0.382,0900,0.5,1200,59.9,63,Above
0.382,0900,0.618,1300,13.1,148,Above
0.382,0900,0.786,1400,12.5,29,Above
0.382,0900,1.0,1600,87.7,21,Above
0.382,1000,-1.0,1300,14.9,57,Below
0.382,1000,-0.786,1100,86.4,111,Below
0.382,1000,-0.618,OPEN,56.3,91,Below
0.382,1000,-0.5,1000,60.2,13,Below
0.382,1000,-0.382,1400,95.6,57,Below
0.382,1000,-0.236,1600,5.9,90,Below
0.382,1000,0.0,OPEN,84.7,105,Below
0.382,1000,0.236,1500,6.2,47,Below
0.382,1000,0.5,1000,44.8,22,Above
0.382,1000,0.618,1400,1.9,31,Above
0.382,1000,0.786,1300,72.3,63,Above
0.382,1000,1.0,1200,35.9,44,Above
0.382,1100,-1.0,1500,52.9,56,Below
0.382,1100,-0.786,1000,99.8,17,Below
0.382,1100,-0.618,OPEN,9.0,39,Below
0.382,1100,-0.5,1400,4.4,45,Below
0.382,1100,-0.382,1600,63.3,46,Below
0.382,1100,-0.236,1500,93.7,137,Below
0.382,1100,0.0,1600,76.6,44,Below
0.382,1100,0.236,0900,10.4,32,Below
0.382,1100,0.5,1600,72.3,137,Above
0.382,1100,0.618,1100,40.7,111,Above
0.382,1100,0.786,1000,54.9,43,Above
0.382,1100,1.0,1000,52.3,25,Above
0.382,1200,-1.0,0900,7.7,128,Below
0.382,1200,-0.786,0900,79.5,111,Below
0.382,1200,-0.618,0900,7.3,22,Below
0.382,1200,-0.5,1500,29.5,43,Below
0.382,1200,-0.382,1400,40.1,129,Below
0.382,1200,-0.236,1400,90.6,62,Below
0.382,1200,0.0,1400,22.6,22,Below
0.382,1200,0.236,1200,21.5,28,Below
0.382,1200,0.5,1600,76.0,40,Above
0.382,1200,0.618,OPEN,72.0,41,Above
0.382,1200,0.786,1100,62.5,61,Above
0.382,1200,1.0,1100,68.3,23,Above
0.382,1300,-1.0,0900,71.4,62,Below
0.382,1300,-0.786,1500,29.0,39,Below
0.382,1300,-0.618,1100,14.3,17,Below
0.382,1300,-0.5,0900,40.1,43,Below
0.382,1300,-0.382,0900,82.4,136,Below
0.382,1300,-0.236,1600,74.9,88,Below
0.382,1300,0.0,1600,0.0,102,Below
0.382,1300,0.236,0900,27.6,47,Below
0.382,1300,0.5,OPEN,6.3,59,Above
0.382,1300,0.618,1500,0.4,78,Above
0.382,1300,0.786,1600,8.3,148,Above
0.382,1300,1.0,1600,36.0,146,Above
0.382,1400,-1.0,0900,31.3,109,Below
0.382,1400,-0.786,0900,89.2,92,Below
0.382,1400,-0.618,OPEN,37.7,65,Below
0.382,1400,-0.5,1000,8.9,69,Below
0.382,1400,-0.382,1600,70.4,147,Below
0.382,1400,-0.236,1400,25.4,22,Below
0.382,1400,0.0,1200,96.6,117,Below
0.382,1400,0.236,OPEN,67.6,34,Below
0.382,1400,0.5,1600,10.5,149,Above
0.382,1400,0.618,1200,4.8,110,Above
0.382,1400,0.786,1300,95.7,37,Above
0.382,1400,1.0,1600,47.6,114,Above
0.382,1500,-1.0,1400,76.8,109,Below
0.382,1500,-0.786,0900,21.2,82,Below
0.382,1500,-0.618,1300,47.2,109,Below
0.382,1500,-0.5,1400,60.8,146,Below
0.382,1500,-0.382,1500,93.1,45,Below
0.382,1500,-0.236,0900,73.7,79,Below
0.382,1500,0.0,1200,68.2,63,Below
0.382,1500,0.236,1300,57.9,30,Below
0.382,1500,0.5,1000,66.7,58,Above
0.382,1500,0.618,1300,78.2,62,Above
0.382,1500,0.786,1200,68.8,22,Above
0.382,1500,1.0,1200,91.1,11,Above
0.382,1600,-1.0,1300,70.9,147,Below
0.382,1600,-0.786,1000,49.3,120,Below
0.382,1600,-0.618,1300,53.1,125,Below
0.382,1600,-0.5,1500,72.5,131,Below
0.382,1600,-0.382,1300,76.2,128,Below
0.382,1600,-0.236,OPEN,52.1,36,Below
0.382,1600,0.0,1300,1.7,143,Below
0.382,1600,0.236,1400,1.8,42,Below
0.382,1600,0.5,1400,51.8,66,Above
0.382,1600,0.618,1200,64.6,144,Above
0.382,1600,0.786,1100,84.7,84,Above
0.382,1600,1.0,1500,78.3,54,Above
0.5,OPEN,-1.0,1300,15.2,113,Below
0.5,OPEN,-0.786,1000,71.0,107,Below
0.5,OPEN,-0.618,0900,48.4,88,Below
0.5,OPEN,-0.5,1400,67.2,13,Below
0.5,OPEN,-0.382,1500,94.3,142,Below
0.5,OPEN,-0.236,1500,99.1,84,Below
0.5,OPEN,0.0,1300,36.6,68,Below
0.5,OPEN,0.236,1400,14.1,35,Below
0.5,OPEN,0.382,1600,78.1,54,Below
0.5,OPEN,0.618,1000,14.7,113,Above
0.5,OPEN,0.786,1100,38.8,74,Above
0.5,OPEN,1.0,OPEN,94.7,111,Above
0.5,0900,-1.0,1500,72.5,66,Below
0.5,0900,-0.786,1600,69.0,35,Below
0.5,0900,-0.618,OPEN,93.1,93,Below
0.5,0900,-0.5,1100,23.0,63,Below
0.5,0900,-0.382,OPEN,95.8,24,Below
0.5,0900,-0.236,1200,96.2,143,Below
0.5,0900,0.0,1300,92.9,87,Below
0.5,0900,0.236,1000,16.6,102,Below
0.5,0900,0.382,1500,20.9,117,Below
0.5,0900,0.618,OPEN,13.7,84,Above
0.5,0900,0.786,0900,85.4,79,Above
0.5,0900,1.0,1600,19.7,108,Above
0.5,1000,-1.0,1500,71.2,99,Below
0.5,1000,-0.786,1600,21.9,110,Below
0.5,1000,-0.618,1600,91.9,64,Below
0.5,1000,-0.5,1300,62.2,143,Below
0.5,1000,-0.382,1100,82.9,38,Below
0.5,1000,-0.236,0900,69.8,52,Below
0.5,1000,0.0,1200,95.3,17,Below
0.5,1000,0.236,1500,77.3,103,Below
0.5,1000,0.382,OPEN,45.8,90,Below
0.5,1000,0.618,1100,56.5,95,Above
0.5,1000,0.786,1300,60.3,83,Above
0.5,1000,1.0,1100,35.7,113,Above
0.5,1100,-1.0,0900,51.5,100,Below
0.5,1100,-0.786,1300,42.9,130,Below
0.5,1100,-0.618,1000,89.5,19,Below
0.5,1100,-0.5,1100,28.9,43,Below
0.5,1100,-0.382,1000,49.5,98,Below
0.5,1100,-0.236,1400,37.2,126,Below
0.5,1100,0.0,1000,5.8,112,Below
0.5,1100,0.236,OPEN,78.8,125,Below
0.5,1100,0.382,1100,57.4,91,Below
0.5,1100,0.618,1100,84.7,10,Above
0.5,1100,0.786,1100,10.2,19,Above
0.5,1100,1.0,1600,3.9,131,Above
0.5,1200,-1.0,OPEN,17.5,107,Below
0.5,1200,-0.786,1500,28.2,77,Below
0.5,1200,-0.618,1200,71.9,65,Below
0.5,1200,-0.5,1000,42.8,85,Below
0.5,1200,-0.382,1000,28.2,56,Below
0.5,1200,-0.236,1400,94.6,49,Below
0.5,1200,0.0,1200,41.9,141,Below
0.5,1200,0.236,1400,47.6,125,Below
0.5,1200,0.382,1500,18.6,121,Below
0.5,1200,0.618,1400,3.3,77,Above
0.5,1200,0.786,1000,50.7,120,Above
0.5,1200,1.0,1500,82.7,33,Above
0.5,1300,-1.0,1500,65.5,76,Below
0.5,1300,-0.786,0900,87.6,125,Below
0.5,1300,-0.618,1400,93.1,104,Below
0.5,1300,-0.5,1200,76.6,66,Below
0.5,1300,-0.382,1600,6.1,79,Below
0.5,1300,-0.236,1200,72.3,144,Below
0.5,1300,0.0,1400,30.4,70,Below
0.5,1300,0.236,1100,23.0,95,Below
0.5,1300,0.382,1100,96.7,47,Below
0.5,1300,0.618,1000,66.3,96,Above
0.5,1300,0.786,0900,89.6,110,Above
0.5,1300,1.0,1600,25.3,135,Above
0.5,1400,-1.0,1300,40.6,25,Below
0.5,1400,-0.786,1500,76.2,63,Below
0.5,1400,-0.618,1200,15.0,25,Below
0.5,1400,-0.5,1400,54.4,41,Below
0.5,1400,-0.382,0900,78.1,18,Below
0.5,1400,-0.236,OPEN,95.2,19,Below
0.5,1400,0.0,1300,26.5,77,Below
0.5,1400,0.236,1100,63.2,132,Below
0.5,1400,0.382,1200,56.0,74,Below
0.5,1400,0.618,1600,17.2,90,Above
0.5,1400,0.786,1600,44.9,113,Above
0.5,1400,1.0,1400,46.2,10,Above
0.5,1500,-1.0,1400,12.5,135,Below
0.5,1500,-0.786,1600,27.4,82,Below
0.5,1500,-0.618,1300,33.6,61,Below
0.5,1500,-0.5,1200,85.7,72,Below
0.5,1500,-0.382,OPEN,72.7,118,Below
0.5,1500,-0.236,1400,54.9,90,Below
0.5,1500,0.0,1000,48.3,109,Below
0.5,1500,0.236,1100,38.4,92,Below
0.5,1500,0.382,1100,12.4,87,Below
0.5,1500,0.618,OPEN,97.0,141,Above
0.5,1500,0.786,1500,70.5,92,Above
0.5,1500,1.0,1300,54.6,92,Above
0.5,1600,-1.0,1200,50.5,36,Below
0.5,1600,-0.786,1300,11.8,73,Below
0.5,1600,-0.618,1000,95.2,89,Below
0.5,1600,-0.5,1600,15.7,11,Below
0.5,1600,-0.382,1500,81.6,66,Below
0.5,1600,-0.236,1200,7.1,128,Below
0.5,1600,0.0,1000,85.1,92,Below
0.5,1600,0.236,1000,1.2,81,Below
0.5,1600,0.382,OPEN,54.9,135,Below
0.5,1600,0.618,1200,30.7,36,Above
0.5,1600,0.786,OPEN,93.5,14,Above
0.5,1600,1.0,1600,87.8,78,Above
0.618,OPEN,-1.0,1300,24.7,42,Below
0.618,OPEN,-0.786,0900,43.3,28,Below
0.618,OPEN,-0.618,1300,33.2,56,Below
0.618,OPEN,-0.5,1400,94.4,93,Below
0.618,OPEN,-0.382,1300,73.3,23,Below
0.618,OPEN,-0.236,1400,41.8,63,Below
0.618,OPEN,0.0,1500,99.0,33,Below
0.618,OPEN,0.236,0900,94.1,114,Below
0.618,OPEN,0.382,1600,1.1,71,Below
0.618,OPEN,0.5,OPEN,10.3,67,Below
0.618,OPEN,0.786,1200,97.9,91,Above
0.618,OPEN,1.0,1100,42.3,80,Above
0.618,0900,-1.0,1000,20.5,98,Below
0.618,0900,-0.786,1000,26.9,133,Below
0.618,0900,-0.618,1500,65.7,31,Below
0.618,0900,-0.5,1400,7.7,29,Below
0.618,0900,-0.382,1600,9.2,117,Below
0.618,0900,-0.236,1000,62.4,120,Below
0.618,0900,0.0,0900,26.7,43,Below
0.618,0900,0.236,1300,96.5,36,Below
0.618,0900,0.382,1600,70.7,57,Below
0.618,0900,0.5,1300,31.3,109,Below
0.618,0900,0.786,0900,86.6,74,Above
0.618,0900,1.0,1000,10.6,19,Above
0.618,1000,-1.0,1200,94.5,57,Below
0.618,1000,-0.786,1200,20.3,31,Below
0.618,1000,-0.618,1100,70.1,34,Below
0.618,1000,-0.5,OPEN,1.5,77,Below
0.618,1000,-0.382,1400,25.3,92,Below
0.618,1000,-0.236,OPEN,22.0,82,Below
0.618,1000,0.0,1300,97.7,83,Below
0.618,1000,0.236,0900,74.3,94,Below
0.618,1000,0.382,1600,43.4,24,Below
0.618,1000,0.5,1100,43.4,82,Below
0.618,1000,0.786,1000,58.9,26,Above
0.618,1000,1.0,1600,67.1,48,Above
0.618,1100,-1.0,OPEN,81.8,120,Below
0.618,1100,-0.786,1100,1.4,72,Below
0.618,1100,-0.618,OPEN,21.4,78,Below
0.618,1100,-0.5,0900,6.3,70,Below
0.618,1100,-0.382,0900,73.3,67,Below
0.618,1100,-0.236,OPEN,67.3,91,Below
0.618,1100,0.0,1400,83.8,47,Below
0.618,1100,0.236,1000,49.4,72,Below
0.618,1100,0.382,1500,20.0,111,Below
0.618,1100,0.5,OPEN,25.3,100,Below
0.618,1100,0.786,1500,6.8,82,Above
0.618,1100,1.0,1300,80.0,48,Above
0.618,1200,-1.0,OPEN,86.5,106,Below
0.618,1200,-0.786,1300,86.0,91,Below
0.618,1200,-0.618,1500,78.7,11,Below
0.618,1200,-0.5,1300,42.8,123,Below
0.618,1200,-0.382,1200,78.4,27,Below
0.618,1200,-0.236,0900,50.0,148,Below
0.618,1200,0.0,1600,20.1,144,Below
0.618,1200,0.236,1300,2.8,138,Below
0.618,1200,0.382,1400,71.3,130,Below
0.618,1200,0.5,OPEN,92.4,94,Below
0.618,1200,0.786,1200,78.7,101,Above
