trigger_level,trigger_hour,goal_level,goal_hour,percent_complete,raw_count,direction
-0.618,1500,-0.236,OPEN,46,584,Above
-0.618,1500,-0.236,0900,68,308,Below
-0.618,1500,0.0,0900,39,212,Above
-0.618,1500,0.0,OPEN,66,839,Below
-0.618,1500,0.236,0900,74,537,Above
-0.618,1500,0.236,1400,93,313,Below
-0.618,1500,0.382,1300,9,347,Above
-0.618,1500,0.382,1500,18,173,Below
-0.618,1500,0.5,1300,45,396,Above
-0.618,1500,0.5,1500,64,897,Below
-0.618,1500,0.618,OPEN,50,503,Above
-0.618,1500,0.618,1300,72,518,Below
-0.618,1500,0.786,OPEN,88,304,Above
-0.618,1500,0.786,OPEN,59,805,Below
-0.618,1500,1.0,1600,53,558,Above
-0.618,1500,1.0,1200,81,577,Below
-0.618,1600,-1.0,1300,1,454,Above
-0.618,1600,-1.0,0900,39,429,Below
-0.618,1600,-0.786,0900,36,344,Above
-0.618,1600,-0.786,1300,97,72,Below
-0.618,1600,-0.5,1600,10,707,Above
-0.618,1600,-0.5,1300,76,781,Below
-0.618,1600,-0.382,1300,6,582,Above
-0.618,1600,-0.382,OPEN,87,845,Below
-0.618,1600,-0.236,1300,54,12,Above
-0.618,1600,-0.236,1300,0,623,Below
-0.618,1600,0.0,1200,84,934,Above
-0.618,1600,0.0,1200,73,869,Below
-0.618,1600,0.236,1100,70,972,Above
-0.618,1600,0.236,1100,82,812,Below
-0.618,1600,0.382,1100,68,138,Above
-0.618,1600,0.382,1500,11,453,Below
-0.618,1600,0.5,1200,22,674,Above
-0.618,1600,0.5,1100,60,328,Below
-0.618,1600,0.618,1400,87,162,Above
-0.618,1600,0.618,1400,45,553,Below
-0.618,1600,0.786,1100,95,398,Above
-0.618,1600,0.786,1400,48,371,Below
-0.618,1600,1.0,OPEN,79,106,Above
-0.618,1600,1.0,1600,84,838,Below
-0.5,OPEN,-1.0,1000,5,118,Above
-0.5,OPEN,-1.0,1600,38,671,Below
-0.5,OPEN,-0.786,1400,4,435,Above
-0.5,OPEN,-0.786,1400,80,85,Below
-0.5,OPEN,-0.618,1600,79,972,Above
-0.5,OPEN,-0.618,1200,85,466,Below
-0.5,OPEN,-0.382,1100,86,662,Above
-0.5,OPEN,-0.382,OPEN,22,54,Below
-0.5,OPEN,-0.236,1200,84,459,Above
-0.5,OPEN,-0.236,0900,5,629,Below
-0.5,OPEN,0.0,1300,93,671,Above
-0.5,OPEN,0.0,OPEN,32,423,Below
-0.5,OPEN,0.236,1000,31,947,Above
-0.5,OPEN,0.236,1000,77,643,Below
-0.5,OPEN,0.382,1600,35,683,Above
-0.5,OPEN,0.382,1400,27,20,Below
-0.5,OPEN,0.5,1000,46,767,Above
-0.5,OPEN,0.5,1500,14,391,Below
-0.5,OPEN,0.618,1600,71,372,Above
-0.5,OPEN,0.618,OPEN,46,298,Below
-0.5,OPEN,0.786,1500,18,204,Above
-0.5,OPEN,0.786,0900,46,458,Below
-0.5,OPEN,1.0,1300,97,508,Above
-0.5,OPEN,1.0,OPEN,0,939,Below
-0.5,0900,-1.0,1400,63,326,Above
-0.5,0900,-1.0,OPEN,87,291,Below
-0.5,0900,-0.786,1200,70,278,Above
-0.5,0900,-0.786,1000,25,314,Below
-0.5,0900,-0.618,OPEN,6,323,Above
-0.5,0900,-0.618,OPEN,52,202,Below
-0.5,0900,-0.382,1600,61,538,Above
-0.5,0900,-0.382,1200,2,216,Below
-0.5,0900,-0.236,1600,31,803,Above
-0.5,0900,-0.236,1600,53,677,Below
-0.5,0900,0.0,1600,55,842,Above
-0.5,0900,0.0,1600,85,345,Below
-0.5,0900,0.236,1600,50,639,Above
-0.5,0900,0.236,1000,70,727,Below
-0.5,0900,0.382,1600,18,971,Above
-0.5,0900,0.382,1000,44,792,Below
-0.5,0900,0.5,1600,10,702,Above
-0.5,0900,0.5,0900,17,444,Below
-0.5,0900,0.618,1300,95,657,Above
-0.5,0900,0.618,1600,5,725,Below
-0.5,0900,0.786,1100,35,344,Above
-0.5,0900,0.786,0900,56,58,Below
-0.5,0900,1.0,1300,65,342,Above
-0.5,0900,1.0,1000,78,541,Below
-0.5,1000,-1.0,1300,82,12,Above
-0.5,1000,-1.0,1500,77,841,Below
-0.5,1000,-0.786,1100,58,960,Above
-0.5,1000,-0.786,0900,59,893,Below
-0.5,1000,-0.618,OPEN,61,265,Above
-0.5,1000,-0.618,0900,8,357,Below
-0.5,1000,-0.382,1600,60,513,Above
-0.5,1000,-0.382,1600,35,145,Below
-0.5,1000,-0.236,1400,57,878,Above
-0.5,1000,-0.236,1100,95,323,Below
-0.5,1000,0.0,1200,80,364,Above
-0.5,1000,0.0,1400,82,713,Below
-0.5,1000,0.236,1300,91,274,Above
-0.5,1000,0.236,OPEN,28,451,Below
-0.5,1000,0.382,1000,15,736,Above
-0.5,1000,0.382,1100,20,585,Below
-0.5,1000,0.5,1300,85,583,Above
-0.5,1000,0.5,1500,15,529,Below
-0.5,1000,0.618,1500,58,834,Above
-0.5,1000,0.618,OPEN,58,395,Below
-0.5,1000,0.786,0900,89,523,Above
-0.5,1000,0.786,1400,11,380,Below
-0.5,1000,1.0,OPEN,17,327,Above
-0.5,1000,1.0,1600,61,815,Below
-0.5,1100,-1.0,1000,66,687,Above
-0.5,1100,-1.0,OPEN,93,70,Below
-0.5,1100,-0.786,1200,93,694,Above
-0.5,1100,-0.786,1100,12,932,Below
-0.5,1100,-0.618,1400,6,799,Above
-0.5,1100,-0.618,1100,52,984,Below
-0.5,1100,-0.382,1400,95,800,Above
-0.5,1100,-0.382,1100,69,993,Below
-0.5,1100,-0.236,OPEN,83,213,Above
-0.5,1100,-0.236,OPEN,27,401,Below
-0.5,1100,0.0,1300,36,584,Above
-0.5,1100,0.0,1200,69,902,Below
-0.5,1100,0.236,1200,95,684,Above
-0.5,1100,0.236,0900,59,129,Below
-0.5,1100,0.382,1600,47,911,Above
-0.5,1100,0.382,1500,55,375,Below
-0.5,1100,0.5,1500,28,464,Above
-0.5,1100,0.5,0900,76,239,Below
-0.5,1100,0.618,OPEN,1,273,Above
-0.5,1100,0.618,1300,53,902,Below
-0.5,1100,0.786,1100,47,36,Above
-0.5,1100,0.786,1000,11,308,Below
-0.5,1100,1.0,OPEN,90,684,Above
-0.5,1100,1.0,1200,34,468,Below
-0.5,1200,-1.0,1200,53,980,Above
-0.5,1200,-1.0,1300,34,607,Below
-0.5,1200,-0.786,1500,30,471,Above
-0.5,1200,-0.786,1400,48,365,Below
-0.5,1200,-0.618,1000,78,777,Above
-0.5,1200,-0.618,1200,2,217,Below
-0.5,1200,-0.382,1000,84,134,Above
-0.5,1200,-0.382,1000,24,77,Below
-0.5,1200,-0.236,1600,42,459,Above
-0.5,1200,-0.236,1000,19,57,Below
-0.5,1200,0.0,0900,86,929,Above
-0.5,1200,0.0,1200,54,549,Below
-0.5,1200,0.236,1200,62,324,Above
-0.5,1200,0.236,0900,50,670,Below
-0.5,1200,0.382,OPEN,3,767,Above
-0.5,1200,0.382,1300,41,477,Below
-0.5,1200,0.5,0900,24,23,Above
-0.5,1200,0.5,1300,26,576,Below
-0.5,1200,0.618,1400,81,897,Above
-0.5,1200,0.618,1200,74,286,Below
-0.5,1200,0.786,1600,86,434,Above
-0.5,1200,0.786,1300,53,467,Below
-0.5,1200,1.0,1400,82,842,Above
-0.5,1200,1.0,1500,3,202,Below
-0.5,1300,-1.0,1300,75,415,Above
-0.5,1300,-1.0,0900,46,730,Below
-0.5,1300,-0.786,OPEN,19,443,Above
-0.5,1300,-0.786,1500,58,52,Below
-0.5,1300,-0.618,1300,19,231,Above
-0.5,1300,-0.618,1500,2,165,Below
-0.5,1300,-0.382,0900,89,103,Above
-0.5,1300,-0.382,1300,36,954,Below
-0.5,1300,-0.236,1300,65,813,Above
-0.5,1300,-0.236,1500,25,596,Below
-0.5,1300,0.0,1300,39,820,Above
-0.5,1300,0.0,1500,19,17,Below
-0.5,1300,0.236,OPEN,89,935,Above
-0.5,1300,0.236,1400,83,637,Below
-0.5,1300,0.382,1400,15,951,Above
-0.5,1300,0.382,1500,79,54,Below
-0.5,1300,0.5,1200,47,164,Above
-0.5,1300,0.5,1600,86,97,Below
-0.5,1300,0.618,1100,34,188,Above
-0.5,1300,0.618,OPEN,36,243,Below
-0.5,1300,0.786,1600,94,640,Above
-0.5,1300,0.786,1200,7,216,Below
-0.5,1300,1.0,1100,93,375,Above
-0.5,1300,1.0,OPEN,52,640,Below
-0.5,1400,-1.0,1000,16,73,Above
-0.5,1400,-1.0,0900,10,107,Below
-0.5,1400,-0.786,0900,70,373,Above
-0.5,1400,-0.786,1300,19,59,Below
-0.5,1400,-0.618,1100,87,915,Above
-0.5,1400,-0.618,1100,14,494,Below
-0.5,1400,-0.382,1600,2,814,Above
-0.5,1400,-0.382,1500,39,593,Below
-0.5,1400,-0.236,1500,55,928,Above
-0.5,1400,-0.236,1500,10,119,Below
-0.5,1400,0.0,1500,92,871,Above
-0.5,1400,0.0,1400,59,659,Below
-0.5,1400,0.236,1100,27,58,Above
-0.5,1400,0.236,1200,12,45,Below
-0.5,1400,0.382,1100,25,95,Above
-0.5,1400,0.382,1300,94,347,Below
-0.5,1400,0.5,1500,87,904,Above
-0.5,1400,0.5,0900,86,799,Below
-0.5,1400,0.618,1200,30,384,Above
-0.5,1400,0.618,1500,63,495,Below
-0.5,1400,0.786,1400,23,364,Above
-0.5,1400,0.786,1400,16,74,Below
-0.5,1400,1.0,1600,94,499,Above
-0.5,1400,1.0,1200,54,115,Below
-0.5,1500,-1.0,1600,55,235,Above
-0.5,1500,-1.0,1600,21,918,Below
-0.5,1500,-0.786,1000,47,539,Above
-0.5,1500,-0.786,OPEN,75,945,Below
-0.5,1500,-0.618,1400,14,115,Above
-0.5,1500,-0.618,OPEN,38,534,Below
-0.5,1500,-0.382,1500,31,402,Above
-0.5,1500,-0.382,1200,19,227,Below
-0.5,1500,-0.236,1600,81,854,Above
-0.5,1500,-0.236,1300,62,853,Below
-0.5,1500,0.0,1400,82,453,Above
-0.5,1500,0.0,0900,98,57,Below
-0.5,1500,0.236,1400,15,448,Above
-0.5,1500,0.236,1600,67,196,Below
-0.5,1500,0.382,1500,95,839,Above
-0.5,1500,0.382,OPEN,12,886,Below
-0.5,1500,0.5,1600,5,988,Above
-0.5,1500,0.5,1300,59,867,Below
-0.5,1500,0.618,1500,3,560,Above
-0.5,1500,0.618,1300,24,854,Below
-0.5,1500,0.786,1500,62,431,Above
-0.5,1500,0.786,1000,91,62,Below
-0.5,1500,1.0,1300,27,652,Above
-0.5,1500,1.0,1300,97,729,Below
-0.5,1600,-1.0,1500,95,431,Above
-0.5,1600,-1.0,1600,71,839,Below
-0.5,1600,-0.786,1000,5,215,Above
-0.5,1600,-0.786,OPEN,9,396,Below
-0.5,1600,-0.618,1200,58,808,Above
-0.5,1600,-0.618,1600,61,317,Below
-0.5,1600,-0.382,1200,40,296,Above
-0.5,1600,-0.382,1300,83,496,Below
-0.5,1600,-0.236,0900,3,534,Above
-0.5,1600,-0.236,1100,48,285,Below
-0.5,1600,0.0,1300,76,346,Above
-0.5,1600,0.0,OPEN,35,490,Below
-0.5,1600,0.236,OPEN,14,982,Above
-0.5,1600,0.236,1500,23,67,Below
-0.5,1600,0.382,1400,90,118,Above
-0.5,1600,0.382,1500,45,337,Below
-0.5,1600,0.5,1400,58,483,Above
-0.5,1600,0.5,1400,27,482,Below
-0.5,1600,0.618,0900,1,767,Above
-0.5,1600,0.618,1400,16,295,Below
-0.5,1600,0.786,0900,12,617,Above
-0.5,1600,0.786,0900,92,247,Below
-0.5,1600,1.0,1200,12,180,Above
-0.5,1600,1.0,1400,93,670,Below
-0.382,OPEN,-1.0,1000,80,945,Above
-0.382,OPEN,-1.0,1100,14,210,Below
-0.382,OPEN,-0.786,1200,73,373,Above
-0.382,OPEN,-0.786,1100,86,393,Below
-0.382,OPEN,-0.618,1600,29,426,Above
-0.382,OPEN,-0.618,1300,51,658,Below
-0.382,OPEN,-0.5,1000,0,53,Above
-0.382,OPEN,-0.5,1600,74,107,Below
-0.382,OPEN,-0.236,OPEN,31,792,Above
-0.382,OPEN,-0.236,1500,77,962,Below
-0.382,OPEN,0.0,OPEN,71,676,Above
-0.382,OPEN,0.0,1000,41,711,Below
-0.382,OPEN,0.236,OPEN,10,624,Above
-0.382,OPEN,0.236,1200,96,425,Below
-0.382,OPEN,0.382,1400,84,433,Above
-0.382,OPEN,0.382,1300,55,399,Below
-0.382,OPEN,0.5,1200,49,623,Above
-0.382,OPEN,0.5,1300,63,508,Below
-0.382,OPEN,0.618,OPEN,71,242,Above
-0.382,OPEN,0.618,1500,98,380,Below
-0.382,OPEN,0.786,1000,48,158,Above
-0.382,OPEN,0.786,1500,65,72,Below
-0.382,OPEN,1.0,OPEN,82,880,Above
-0.382,OPEN,1.0,1500,5,156,Below
-0.382,0900,-1.0,1300,27,971,Above
-0.382,0900,-1.0,1100,36,380,Below
-0.382,0900,-0.786,OPEN,67,735,Above
-0.382,0900,-0.786,1100,42,685,Below
-0.382,0900,-0.618,OPEN,57,297,Above
-0.382,0900,-0.618,1000,99,256,Below
-0.382,0900,-0.5,1000,57,261,Above
-0.382,0900,-0.5,OPEN,55,805,Below
-0.382,0900,-0.236,1500,41,219,Above
-0.382,0900,-0.236,1500,96,456,Below
-0.382,0900,0.0,0900,87,729,Above
-0.382,0900,0.0,1600,3,943,Below
-0.382,0900,0.236,1500,15,193,Above
-0.382,0900,0.236,1600,13,758,Below
-0.382,0900,0.382,1500,33,588,Above
-0.382,0900,0.382,1100,72,291,Below
-0.382,0900,0.5,1000,63,369,Above
-0.382,0900,0.5,1200,66,161,Below
-0.382,0900,0.618,OPEN,66,963,Above
-0.382,0900,0.618,1600,14,172,Below
-0.382,0900,0.786,0900,52,565,Above
-0.382,0900,0.786,0900,86,360,Below
-0.382,0900,1.0,1400,83,149,Above
-0.382,0900,1.0,1400,3,96,Below
-0.382,1000,-1.0,1600,0,255,Above
-0.382,1000,-1.0,1000,65,679,Below
-0.382,1000,-0.786,1100,20,994,Above
-0.382,1000,-0.786,1300,48,637,Below
-0.382,1000,-0.618,OPEN,84,455,Above
-0.382,1000,-0.618,1100,37,774,Below
-0.382,1000,-0.5,1600,78,311,Above
-0.382,1000,-0.5,1600,20,993,Below
-0.382,1000,-0.236,OPEN,4,79,Above
-0.382,1000,-0.236,1100,46,480,Below
-0.382,1000,0.0,1200,90,539,Above
-0.382,1000,0.0,1300,91,748,Below
-0.382,1000,0.236,1000,22,201,Above
-0.382,1000,0.236,1600,39,251,Below
-0.382,1000,0.382,1400,51,721,Above
-0.382,1000,0.382,1200,74,582,Below
-0.382,1000,0.5,1200,52,320,Above
-0.382,1000,0.5,1300,55,452,Below
-0.382,1000,0.618,1600,92,206,Above
-0.382,1000,0.618,0900,58,761,Below
-0.382,1000,0.786,1000,64,369,Above
-0.382,1000,0.786,1400,29,788,Below
-0.382,1000,1.0,1500,89,726,Above
-0.382,1000,1.0,1300,62,969,Below
-0.382,1100,-1.0,1600,91,899,Above
-0.382,1100,-1.0,1200,94,707,Below
-0.382,1100,-0.786,0900,55,504,Above
-0.382,1100,-0.786,1600,30,573,Below
-0.382,1100,-0.618,1400,75,906,Above
-0.382,1100,-0.618,1200,21,561,Below
-0.382,1100,-0.5,1600,0,842,Above
-0.382,1100,-0.5,1300,62,499,Below
-0.382,1100,-0.236,OPEN,41,414,Above
-0.382,1100,-0.236,1000,21,687,Below
-0.382,1100,0.0,OPEN,79,17,Above
-0.382,1100,0.0,OPEN,16,611,Below
-0.382,1100,0.236,1300,37,858,Above
-0.382,1100,0.236,1500,34,375,Below
-0.382,1100,0.382,1300,60,664,Above
-0.382,1100,0.382,OPEN,26,278,Below
-0.382,1100,0.5,1500,30,254,Above
-0.382,1100,0.5,1300,34,69,Below
-0.382,1100,0.618,OPEN,68,991,Above
-0.382,1100,0.618,0900,22,226,Below
-0.382,1100,0.786,1200,25,824,Above
-0.382,1100,0.786,1300,89,541,Below
-0.382,1100,1.0,0900,69,580,Above
-0.382,1100,1.0,OPEN,17,397,Below
-0.382,1200,-1.0,1400,13,471,Above
-0.382,1200,-1.0,1000,43,896,Below
-0.382,1200,-0.786,1000,62,500,Above
-0.382,1200,-0.786,1000,80,428,Below
-0.382,1200,-0.618,1000,19,621,Above
-0.382,1200,-0.618,1500,31,131,Below
-0.382,1200,-0.5,OPEN,23,326,Above
-0.382,1200,-0.5,0900,70,372,Below
-0.382,1200,-0.236,1100,64,364,Above
-0.382,1200,-0.236,1200,12,975,Below
-0.382,1200,0.0,1100,78,760,Above
-0.382,1200,0.0,1100,39,196,Below
-0.382,1200,0.236,0900,44,867,Above
-0.382,1200,0.236,1300,30,780,Below
-0.382,1200,0.382,1600,7,801,Above
-0.382,1200,0.382,1500,44,971,Below
-0.382,1200,0.5,1000,70,513,Above
-0.382,1200,0.5,1000,56,985,Below
-0.382,1200,0.618,1300,29,467,Above
-0.382,1200,0.618,1200,17,891,Below
-0.382,1200,0.786,0900,92,432,Above
-0.382,1200,0.786,1400,42,391,Below
-0.382,1200,1.0,1300,68,359,Above
-0.382,1200,1.0,1100,55,643,Below
-0.382,1300,-1.0,1300,92,928,Above
-0.382,1300,-1.0,0900,31,627,Below
-0.382,1300,-0.786,1600,14,433,Above
-0.382,1300,-0.786,1300,73,221,Below
-0.382,1300,-0.618,OPEN,62,844,Above
-0.382,1300,-0.618,1100,95,397,Below
-0.382,1300,-0.5,1000,80,818,Above
-0.382,1300,-0.5,1300,4,425,Below
-0.382,1300,-0.236,1300,69,300,Above
-0.382,1300,-0.236,1300,64,989,Below
-0.382,1300,0.0,1000,10,982,Above
-0.382,1300,0.0,1400,8,325,Below
-0.382,1300,0.236,0900,13,234,Above
-0.382,1300,0.236,1000,72,800,Below
-0.382,1300,0.382,1100,46,78,Above
-0.382,1300,0.382,1600,86,39,Below
-0.382,1300,0.5,1500,27,246,Above
-0.382,1300,0.5,1600,24,595,Below
-0.382,1300,0.618,1400,57,615,Above
-0.382,1300,0.618,1000,40,34,Below
-0.382,1300,0.786,1000,47,747,Above
-0.382,1300,0.786,1200,74,532,Below
-0.382,1300,1.0,1400,20,223,Above
-0.382,1300,1.0,0900,80,457,Below
-0.382,1400,-1.0,0900,75,130,Above
-0.382,1400,-1.0,OPEN,53,340,Below
-0.382,1400,-0.786,1200,17,492,Above
-0.382,1400,-0.786,1300,58,867,Below
-0.382,1400,-0.618,1100,56,373,Above
-0.382,1400,-0.618,1500,1,483,Below
-0.382,1400,-0.5,1400,6,712,Above
-0.382,1400,-0.5,1500,45,584,Below
-0.382,1400,-0.236,OPEN,11,150,Above
-0.382,1400,-0.236,OPEN,62,262,Below
-0.382,1400,0.0,1500,35,990,Above
-0.382,1400,0.0,1100,68,99,Below
-0.382,1400,0.236,1200,27,639,Above
-0.382,1400,0.236,1400,29,672,Below
-0.382,1400,0.382,1200,51,133,Above
-0.382,1400,0.382,1100,28,204,Below
-0.382,1400,0.5,1100,46,951,Above
-0.382,1400,0.5,1200,18,470,Below
-0.382,1400,0.618,1400,63,174,Above
-0.382,1400,0.618,1600,28,669,Below
-0.382,1400,0.786,1100,69,840,Above
-0.382,1400,0.786,0900,1,927,Below
-0.382,1400,1.0,1100,68,959,Above
-0.382,1400,1.0,1000,29,54,Below
-0.382,1500,-1.0,1300,86,43,Above
-0.382,1500,-1.0,1300,92,877,Below
-0.382,1500,-0.786,1100,51,957,Above
-0.382,1500,-0.786,1000,72,752,Below
-0.382,1500,-0.618,1300,18,559,Above
-0.382,1500,-0.618,1100,78,450,Below
-0.382,1500,-0.5,1100,8,297,Above
-0.382,1500,-0.5,1200,49,859,Below
-0.382,1500,-0.236,1200,19,864,Above
-0.382,1500,-0.236,1100,21,963,Below
-0.382,1500,0.0,0900,92,309,Above
-0.382,1500,0.0,1600,76,819,Below
-0.382,1500,0.236,1100,94,144,Above
-0.382,1500,0.236,1000,18,499,Below
-0.382,1500,0.382,1000,56,862,Above
-0.382,1500,0.382,0900,94,190,Below
-0.382,1500,0.5,0900,58,893,Above
-0.382,1500,0.5,1500,65,325,Below
-0.382,1500,0.618,1400,16,873,Above
-0.382,1500,0.618,1500,30,116,Below
-0.382,1500,0.786,1400,0,916,Above
-0.382,1500,0.786,1400,84,13,Below
-0.382,1500,1.0,0900,25,888,Above
-0.382,1500,1.0,OPEN,11,616,Below
-0.382,1600,-1.0,OPEN,96,980,Above
-0.382,1600,-1.0,1200,46,997,Below
-0.382,1600,-0.786,1500,70,395,Above
-0.382,1600,-0.786,1000,3,117,Below
-0.382,1600,-0.618,1500,25,980,Above
-0.382,1600,-0.618,1000,49,180,Below
-0.382,1600,-0.5,OPEN,11,204,Above
-0.382,1600,-0.5,OPEN,53,971,Below
-0.382,1600,-0.236,1300,15,907,Above
-0.382,1600,-0.236,1300,29,605,Below
-0.382,1600,0.0,1500,27,802,Above
-0.382,1600,0.0,1500,96,854,Below
-0.382,1600,0.236,1200,41,312,Above
-0.382,1600,0.236,1300,79,246,Below
-0.382,1600,0.382,0900,56,477,Above
-0.382,1600,0.382,0900,26,562,Below
-0.382,1600,0.5,1600,31,483,Above
-0.382,1600,0.5,1500,65,21,Below
-0.382,1600,0.618,1600,72,597,Above
-0.382,1600,0.618,1600,9,873,Below
-0.382,1600,0.786,1100,97,697,Above
-0.382,1600,0.786,0900,38,69,Below
-0.382,1600,1.0,1100,64,444,Above
-0.382,1600,1.0,0900,23,932,Below
-0.236,OPEN,-1.0,0900,30,578,Above
-0.236,OPEN,-1.0,1200,28,536,Below
-0.236,OPEN,-0.786,1400,27,349,Above
-0.236,OPEN,-0.786,1200,23,926,Below
-0.236,OPEN,-0.618,0900,17,737,Above
-0.236,OPEN,-0.618,1300,57,341,Below
-0.236,OPEN,-0.5,1100,69,45,Above
-0.236,OPEN,-0.5,1100,21,215,Below
-0.236,OPEN,-0.382,OPEN,55,738,Above
-0.236,OPEN,-0.382,1100,44,173,Below
-0.236,OPEN,0.0,1000,17,303,Above
-0.236,OPEN,0.0,1200,22,489,Below
-0.236,OPEN,0.236,1500,67,670,Above
-0.236,OPEN,0.236,1300,77,752,Below
-0.236,OPEN,0.382,OPEN,11,921,Above
-0.236,OPEN,0.382,1400,86,151,Below
-0.236,OPEN,0.5,OPEN,45,809,Above
-0.236,OPEN,0.5,0900,40,319,Below
-0.236,OPEN,0.618,1100,4,118,Above
-0.236,OPEN,0.618,OPEN,86,625,Below
-0.236,OPEN,0.786,OPEN,30,364,Above
-0.236,OPEN,0.786,1300,91,92,Below
-0.236,OPEN,1.0,1500,61,992,Above
-0.236,OPEN,1.0,1100,12,260,Below
-0.236,0900,-1.0,1600,34,654,Above
-0.236,0900,-1.0,1600,28,335,Below
-0.236,0900,-0.786,0900,94,799,Above
-0.236,0900,-0.786,1600,44,846,Below
-0.236,0900,-0.618,OPEN,71,256,Above
-0.236,0900,-0.618,1400,83,949,Below
-0.236,0900,-0.5,1400,95,596,Above
-0.236,0900,-0.5,1300,53,353,Below
-0.236,0900,-0.382,1000,89,537,Above
-0.236,0900,-0.382,1000,19,567,Below
-0.236,0900,0.0,1200,64,904,Above
-0.236,0900,0.0,0900,0,858,Below
-0.236,0900,0.236,1300,28,861,Above
-0.236,0900,0.236,1000,7,38,Below
-0.236,0900,0.382,1000,32,140,Above
-0.236,0900,0.382,1100,68,484,Below
-0.236,0900,0.5,1400,19,82,Above
-0.236,0900,0.5,1300,3,252,Below
-0.236,0900,0.618,1600,18,111,Above
-0.236,0900,0.618,1100,85,485,Below
-0.236,0900,0.786,1300,52,886,Above
-0.236,0900,0.786,1500,42,220,Below
-0.236,0900,1.0,1000,71,819,Above
-0.236,0900,1.0,1600,25,928,Below
-0.236,1000,-1.0,1000,19,449,Above
-0.236,1000,-1.0,1400,38,444,Below
-0.236,1000,-0.786,1300,77,788,Above
-0.236,1000,-0.786,1000,97,436,Below
-0.236,1000,-0.618,1100,63,911,Above
-0.236,1000,-0.618,OPEN,41,229,Below
-0.236,1000,-0.5,1500,98,241,Above
-0.236,1000,-0.5,1300,58,61,Below
-0.236,1000,-0.382,1400,46,385,Above
-0.236,1000,-0.382,1100,10,368,Below
-0.236,1000,0.0,1300,24,917,Above
-0.236,1000,0.0,1000,11,948,Below
-0.236,1000,0.236,1200,36,55,Above
-0.236,1000,0.236,1600,87,729,Below
-0.236,1000,0.382,1300,12,610,Above
-0.236,1000,0.382,1100,53,962,Below
-0.236,1000,0.5,OPEN,3,84,Above
-0.236,1000,0.5,1300,6,375,Below
-0.236,1000,0.618,1400,86,438,Above
-0.236,1000,0.618,1600,27,756,Below
-0.236,1000,0.786,1300,25,930,Above
-0.236,1000,0.786,OPEN,28,476,Below
-0.236,1000,1.0,1000,35,791,Above
-0.236,1000,1.0,OPEN,29,357,Below
-0.236,1100,-1.0,1100,66,729,Above
-0.236,1100,-1.0,1500,92,694,Below
-0.236,1100,-0.786,1300,88,956,Above
-0.236,1100,-0.786,1300,46,190,Below
-0.236,1100,-0.618,1400,37,329,Above
-0.236,1100,-0.618,1400,88,499,Below
-0.236,1100,-0.5,0900,21,858,Above
-0.236,1100,-0.5,1600,40,339,Below
-0.236,1100,-0.382,0900,6,505,Above
-0.236,1100,-0.382,OPEN,90,829,Below
-0.236,1100,0.0,1200,0,757,Above
-0.236,1100,0.0,1100,59,939,Below
-0.236,1100,0.236,1300,16,653,Above
-0.236,1100,0.236,OPEN,89,269,Below
-0.236,1100,0.382,0900,70,487,Above
-0.236,1100,0.382,1000,72,198,Below
-0.236,1100,0.5,1500,7,774,Above
-0.236,1100,0.5,0900,82,301,Below
-0.236,1100,0.618,1600,42,292,Above
-0.236,1100,0.618,1000,17,165,Below
-0.236,1100,0.786,1100,46,772,Above
-0.236,1100,0.786,1400,36,538,Below
-0.236,1100,1.0,1400,47,951,Above
-0.236,1100,1.0,1300,3,551,Below
-0.236,1200,-1.0,1100,74,75,Above
-0.236,1200,-1.0,1200,17,99,Below
-0.236,1200,-0.786,OPEN,70,262,Above
-0.236,1200,-0.786,1400,57,867,Below
-0.236,1200,-0.618,1300,89,758,Above
-0.236,1200,-0.618,1500,69,53,Below
-0.236,1200,-0.5,1000,23,607,Above
-0.236,1200,-0.5,1200,17,616,Below
-0.236,1200,-0.382,OPEN,29,770,Above
-0.236,1200,-0.382,1300,73,238,Below
-0.236,1200,0.0,1400,93,164,Above
-0.236,1200,0.0,1200,8,255,Below
-0.236,1200,0.236,OPEN,75,768,Above
-0.236,1200,0.236,0900,61,126,Below
-0.236,1200,0.382,1200,51,496,Above
-0.236,1200,0.382,0900,43,959,Below
-0.236,1200,0.5,0900,2,144,Above
-0.236,1200,0.5,OPEN,37,430,Below
-0.236,1200,0.618,1100,58,616,Above
-0.236,1200,0.618,OPEN,81,205,Below
-0.236,1200,0.786,1500,97,614,Above
-0.236,1200,0.786,1300,21,459,Below
-0.236,1200,1.0,1400,41,34,Above
-0.236,1200,1.0,1400,56,94,Below
-0.236,1300,-1.0,1400,15,872,Above
-0.236,1300,-1.0,1000,27,233,Below
-0.236,1300,-0.786,1300,48,274,Above
-0.236,1300,-0.786,1400,31,462,Below
-0.236,1300,-0.618,1200,68,563,Above
-0.236,1300,-0.618,1400,95,452,Below
-0.236,1300,-0.5,1000,14,976,Above
-0.236,1300,-0.5,1000,82,787,Below
-0.236,1300,-0.382,1300,5,405,Above
-0.236,1300,-0.382,1000,76,358,Below
-0.236,1300,0.0,1500,66,913,Above
-0.236,1300,0.0,1100,83,184,Below
-0.236,1300,0.236,1000,50,606,Above
-0.236,1300,0.236,1400,44,145,Below
-0.236,1300,0.382,1000,15,342,Above
-0.236,1300,0.382,1200,8,837,Below
-0.236,1300,0.5,1400,70,24,Above
